province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
Falkland Islands (Malvinas),United Kingdom,2021-09-08,-51.7963,-59.5236,POINT(-59.5236 -51.7963),67,0,,,,,"Falkland Islands (Malvinas), United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-09-08,21.69400000000001,-71.7979,POINT(-71.7979 21.694),2727,20,,,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-09-08,56.4907,-4.2026,POINT(-4.2026 56.4907),480824,8198,,,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-09-08,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
British Virgin Islands,United Kingdom,2021-09-08,18.4207,-64.64,POINT(-64.64 18.4207),2642,37,,,,,"British Virgin Islands, United Kingdom"
Anguilla,United Kingdom,2021-09-08,18.2206,-63.0686,POINT(-63.0686 18.2206),305,0,,,,,"Anguilla, United Kingdom"
Bermuda,United Kingdom,2021-09-08,32.3078,-64.7505,POINT(-64.7505 32.3078),3273,35,,,,,"Bermuda, United Kingdom"
Gibraltar,United Kingdom,2021-09-08,36.1408,-5.3536,POINT(-5.3536 36.1408),5402,97,,,,,"Gibraltar, United Kingdom"
Wales,United Kingdom,2021-09-08,52.1307,-3.7837,POINT(-3.7837 52.1307),298979,5712,,,,,"Wales, United Kingdom"
Montserrat,United Kingdom,2021-09-08,16.742498,-62.187366000000004,POINT(-62.187366 16.742498),31,1,,,,,"Montserrat, United Kingdom"
Northern Ireland,United Kingdom,2021-09-08,54.7877,-6.4923,POINT(-6.4923 54.7877),211939,2430,,,,,"Northern Ireland, United Kingdom"
Channel Islands,United Kingdom,2021-09-08,49.3723,-2.3644,POINT(-2.3644 49.3723),10945,95,,,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-09-08,19.3133,-81.2546,POINT(-81.2546 19.3133),719,2,,,,,"Cayman Islands, United Kingdom"
Isle of Man,United Kingdom,2021-09-08,54.2361,-4.5481,POINT(-4.5481 54.2361),6923,38,,,,,"Isle of Man, United Kingdom"
Unknown,United Kingdom,2021-09-08,,,,0,0,,,,,"Unknown, United Kingdom"
Bermuda,United Kingdom,2021-09-07,32.3078,-64.7505,POINT(-64.7505 32.3078),3273,35,,,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-09-07,18.2206,-63.0686,POINT(-63.0686 18.2206),296,0,,,,,"Anguilla, United Kingdom"
Channel Islands,United Kingdom,2021-09-07,49.3723,-2.3644,POINT(-2.3644 49.3723),10921,95,,,,,"Channel Islands, United Kingdom"
Isle of Man,United Kingdom,2021-09-07,54.2361,-4.5481,POINT(-4.5481 54.2361),6883,38,,,,,"Isle of Man, United Kingdom"
Northern Ireland,United Kingdom,2021-09-07,54.7877,-6.4923,POINT(-6.4923 54.7877),210729,2424,,,,,"Northern Ireland, United Kingdom"
British Virgin Islands,United Kingdom,2021-09-07,18.4207,-64.64,POINT(-64.64 18.4207),2640,37,,,,,"British Virgin Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-09-07,19.3133,-81.2546,POINT(-81.2546 19.3133),715,2,,,,,"Cayman Islands, United Kingdom"
Montserrat,United Kingdom,2021-09-07,16.742498,-62.187366000000004,POINT(-62.187366 16.742498),31,1,,,,,"Montserrat, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-09-07,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Scotland,United Kingdom,2021-09-07,56.4907,-4.2026,POINT(-4.2026 56.4907),475027,8181,,,,,"Scotland, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-09-07,21.69400000000001,-71.7979,POINT(-71.7979 21.694),2716,20,,,,,"Turks and Caicos Islands, United Kingdom"
Unknown,United Kingdom,2021-09-07,,,,0,0,,,,,"Unknown, United Kingdom"
Gibraltar,United Kingdom,2021-09-07,36.1408,-5.3536,POINT(-5.3536 36.1408),5399,97,,,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-09-07,-51.7963,-59.5236,POINT(-59.5236 -51.7963),67,0,,,,,"Falkland Islands (Malvinas), United Kingdom"
Wales,United Kingdom,2021-09-07,52.1307,-3.7837,POINT(-3.7837 52.1307),296310,5702,,,,,"Wales, United Kingdom"
England,United Kingdom,2021-09-07,52.3555,-1.1743,POINT(-1.1743 52.3555),6074040,117176,,,,,"England, United Kingdom"
Wales,United Kingdom,2021-09-06,52.1307,-3.7837,POINT(-3.7837 52.1307),293806,5699,,,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-09-06,,,,0,0,,,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-09-06,21.69400000000001,-71.7979,POINT(-71.7979 21.694),2697,20,,,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-09-06,56.4907,-4.2026,POINT(-4.2026 56.4907),469341,8165,,,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-09-06,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-09-06,54.7877,-6.4923,POINT(-6.4923 54.7877),208981,2417,,,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-09-06,16.742498,-62.187366000000004,POINT(-62.187366 16.742498),31,1,,,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-09-06,54.2361,-4.5481,POINT(-4.5481 54.2361),6849,38,,,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-09-06,36.1408,-5.3536,POINT(-5.3536 36.1408),5392,97,,,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-09-06,-51.7963,-59.5236,POINT(-59.5236 -51.7963),67,0,,,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-09-06,52.3555,-1.1743,POINT(-1.1743 52.3555),6046799,116993,,,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-09-06,49.3723,-2.3644,POINT(-2.3644 49.3723),10875,95,,,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-09-06,19.3133,-81.2546,POINT(-81.2546 19.3133),690,2,,,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-09-06,18.4207,-64.64,POINT(-64.64 18.4207),2640,37,,,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-09-06,32.3078,-64.7505,POINT(-64.7505 32.3078),3048,34,,,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-09-06,18.2206,-63.0686,POINT(-63.0686 18.2206),296,0,,,,,"Anguilla, United Kingdom"
Scotland,United Kingdom,2021-09-05,56.4907,-4.2026,POINT(-4.2026 56.4907),462288,8165,,,,,"Scotland, United Kingdom"
Unknown,United Kingdom,2021-09-05,,,,0,0,,,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-09-05,21.69400000000001,-71.7979,POINT(-71.7979 21.694),2697,20,,,,,"Turks and Caicos Islands, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-09-05,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-09-05,54.7877,-6.4923,POINT(-6.4923 54.7877),207217,2408,,,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-09-05,16.742498,-62.187366000000004,POINT(-62.187366 16.742498),31,1,,,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-09-05,54.2361,-4.5481,POINT(-4.5481 54.2361),6832,38,,,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-09-05,36.1408,-5.3536,POINT(-5.3536 36.1408),5388,97,,,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-09-05,-51.7963,-59.5236,POINT(-59.5236 -51.7963),67,0,,,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-09-05,52.3555,-1.1743,POINT(-1.1743 52.3555),6019976,116965,,,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-09-05,49.3723,-2.3644,POINT(-2.3644 49.3723),10738,95,,,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-09-05,19.3133,-81.2546,POINT(-81.2546 19.3133),690,2,,,,,"Cayman Islands, United Kingdom"
Bermuda,United Kingdom,2021-09-05,32.3078,-64.7505,POINT(-64.7505 32.3078),3048,34,,,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-09-05,18.2206,-63.0686,POINT(-63.0686 18.2206),279,0,,,,,"Anguilla, United Kingdom"
British Virgin Islands,United Kingdom,2021-09-05,18.4207,-64.64,POINT(-64.64 18.4207),2640,37,,,,,"British Virgin Islands, United Kingdom"
Wales,United Kingdom,2021-09-05,52.1307,-3.7837,POINT(-3.7837 52.1307),288645,5691,,,,,"Wales, United Kingdom"
Wales,United Kingdom,2021-09-04,52.1307,-3.7837,POINT(-3.7837 52.1307),286256,5688,,,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-09-04,,,,0,0,,,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-09-04,21.69400000000001,-71.7979,POINT(-71.7979 21.694),2692,20,,,,,"Turks and Caicos Islands, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-09-04,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Gibraltar,United Kingdom,2021-09-04,36.1408,-5.3536,POINT(-5.3536 36.1408),5386,97,,,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-09-04,-51.7963,-59.5236,POINT(-59.5236 -51.7963),67,0,,,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-09-04,52.3555,-1.1743,POINT(-1.1743 52.3555),5993444,116907,,,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-09-04,49.3723,-2.3644,POINT(-2.3644 49.3723),10738,95,,,,,"Channel Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-09-04,18.4207,-64.64,POINT(-64.64 18.4207),2640,37,,,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-09-04,32.3078,-64.7505,POINT(-64.7505 32.3078),3048,34,,,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-09-04,18.2206,-63.0686,POINT(-63.0686 18.2206),279,0,,,,,"Anguilla, United Kingdom"
Cayman Islands,United Kingdom,2021-09-04,19.3133,-81.2546,POINT(-81.2546 19.3133),690,2,,,,,"Cayman Islands, United Kingdom"
Scotland,United Kingdom,2021-09-04,56.4907,-4.2026,POINT(-4.2026 56.4907),455926,8165,,,,,"Scotland, United Kingdom"
Isle of Man,United Kingdom,2021-09-04,54.2361,-4.5481,POINT(-4.5481 54.2361),6809,38,,,,,"Isle of Man, United Kingdom"
Northern Ireland,United Kingdom,2021-09-04,54.7877,-6.4923,POINT(-6.4923 54.7877),205985,2401,,,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-09-04,16.742498,-62.187366000000004,POINT(-62.187366 16.742498),31,1,,,,,"Montserrat, United Kingdom"
Cayman Islands,United Kingdom,2021-09-03,19.3133,-81.2546,POINT(-81.2546 19.3133),690,2,,,,,"Cayman Islands, United Kingdom"
Anguilla,United Kingdom,2021-09-03,18.2206,-63.0686,POINT(-63.0686 18.2206),256,0,,,,,"Anguilla, United Kingdom"
Scotland,United Kingdom,2021-09-03,56.4907,-4.2026,POINT(-4.2026 56.4907),449780,8154,,,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-09-03,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Wales,United Kingdom,2021-09-03,52.1307,-3.7837,POINT(-3.7837 52.1307),286256,5688,,,,,"Wales, United Kingdom"
Channel Islands,United Kingdom,2021-09-03,49.3723,-2.3644,POINT(-2.3644 49.3723),10738,95,,,,,"Channel Islands, United Kingdom"
Unknown,United Kingdom,2021-09-03,,,,0,0,,,,,"Unknown, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-09-03,-51.7963,-59.5236,POINT(-59.5236 -51.7963),67,0,,,,,"Falkland Islands (Malvinas), United Kingdom"
British Virgin Islands,United Kingdom,2021-09-03,18.4207,-64.64,POINT(-64.64 18.4207),2640,37,,,,,"British Virgin Islands, United Kingdom"
Northern Ireland,United Kingdom,2021-09-03,54.7877,-6.4923,POINT(-6.4923 54.7877),204173,2394,,,,,"Northern Ireland, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-09-03,21.69400000000001,-71.7979,POINT(-71.7979 21.694),2674,20,,,,,"Turks and Caicos Islands, United Kingdom"
Isle of Man,United Kingdom,2021-09-03,54.2361,-4.5481,POINT(-4.5481 54.2361),6779,38,,,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-09-03,36.1408,-5.3536,POINT(-5.3536 36.1408),5376,97,,,,,"Gibraltar, United Kingdom"
England,United Kingdom,2021-09-03,52.3555,-1.1743,POINT(-1.1743 52.3555),5964760,116805,,,,,"England, United Kingdom"
Bermuda,United Kingdom,2021-09-03,32.3078,-64.7505,POINT(-64.7505 32.3078),3048,34,,,,,"Bermuda, United Kingdom"
Montserrat,United Kingdom,2021-09-03,16.742498,-62.187366000000004,POINT(-62.187366 16.742498),29,1,,,,,"Montserrat, United Kingdom"
Anguilla,United Kingdom,2021-09-02,18.2206,-63.0686,POINT(-63.0686 18.2206),256,0,,,,,"Anguilla, United Kingdom"
Bermuda,United Kingdom,2021-09-02,32.3078,-64.7505,POINT(-64.7505 32.3078),2923,34,,,,,"Bermuda, United Kingdom"
British Virgin Islands,United Kingdom,2021-09-02,18.4207,-64.64,POINT(-64.64 18.4207),2568,37,,,,,"British Virgin Islands, United Kingdom"
Gibraltar,United Kingdom,2021-09-02,36.1408,-5.3536,POINT(-5.3536 36.1408),5371,97,,,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-09-02,-51.7963,-59.5236,POINT(-59.5236 -51.7963),67,0,,,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-09-02,52.3555,-1.1743,POINT(-1.1743 52.3555),5933034,116709,,,,,"England, United Kingdom"
Cayman Islands,United Kingdom,2021-09-02,19.3133,-81.2546,POINT(-81.2546 19.3133),689,2,,,,,"Cayman Islands, United Kingdom"
Montserrat,United Kingdom,2021-09-02,16.742498,-62.187366000000004,POINT(-62.187366 16.742498),29,1,,,,,"Montserrat, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-09-02,21.69400000000001,-71.7979,POINT(-71.7979 21.694),2674,20,,,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-09-02,56.4907,-4.2026,POINT(-4.2026 56.4907),443080,8144,,,,,"Scotland, United Kingdom"
Isle of Man,United Kingdom,2021-09-02,54.2361,-4.5481,POINT(-4.5481 54.2361),6741,38,,,,,"Isle of Man, United Kingdom"
Channel Islands,United Kingdom,2021-09-02,49.3723,-2.3644,POINT(-2.3644 49.3723),10689,95,,,,,"Channel Islands, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-09-02,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-09-02,54.7877,-6.4923,POINT(-6.4923 54.7877),202925,2385,,,,,"Northern Ireland, United Kingdom"
Unknown,United Kingdom,2021-09-02,,,,0,0,,,,,"Unknown, United Kingdom"
Wales,United Kingdom,2021-09-02,52.1307,-3.7837,POINT(-3.7837 52.1307),283865,5682,,,,,"Wales, United Kingdom"
England,United Kingdom,2021-09-01,52.3555,-1.1743,POINT(-1.1743 52.3555),5904664,116565,,,,,"England, United Kingdom"
Montserrat,United Kingdom,2021-09-01,16.742498,-62.187366000000004,POINT(-62.187366 16.742498),29,1,,,,,"Montserrat, United Kingdom"
Unknown,United Kingdom,2021-09-01,,,,0,0,,,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-09-01,21.69400000000001,-71.7979,POINT(-71.7979 21.694),2653,20,,,,,"Turks and Caicos Islands, United Kingdom"
Northern Ireland,United Kingdom,2021-09-01,54.7877,-6.4923,POINT(-6.4923 54.7877),202132,2373,,,,,"Northern Ireland, United Kingdom"
Wales,United Kingdom,2021-09-01,52.1307,-3.7837,POINT(-3.7837 52.1307),281590,5677,,,,,"Wales, United Kingdom"
Scotland,United Kingdom,2021-09-01,56.4907,-4.2026,POINT(-4.2026 56.4907),436688,8127,,,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-09-01,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-09-01,-51.7963,-59.5236,POINT(-59.5236 -51.7963),67,0,,,,,"Falkland Islands (Malvinas), United Kingdom"
Cayman Islands,United Kingdom,2021-09-01,19.3133,-81.2546,POINT(-81.2546 19.3133),688,2,,,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-09-01,18.4207,-64.64,POINT(-64.64 18.4207),2568,37,,,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-09-01,32.3078,-64.7505,POINT(-64.7505 32.3078),2923,34,,,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-09-01,18.2206,-63.0686,POINT(-63.0686 18.2206),217,0,,,,,"Anguilla, United Kingdom"
Channel Islands,United Kingdom,2021-09-01,49.3723,-2.3644,POINT(-2.3644 49.3723),10649,95,,,,,"Channel Islands, United Kingdom"
Gibraltar,United Kingdom,2021-09-01,36.1408,-5.3536,POINT(-5.3536 36.1408),5367,97,,,,,"Gibraltar, United Kingdom"
Isle of Man,United Kingdom,2021-09-01,54.2361,-4.5481,POINT(-4.5481 54.2361),6694,38,,,,,"Isle of Man, United Kingdom"
Wales,United Kingdom,2021-08-31,52.1307,-3.7837,POINT(-3.7837 52.1307),278262,5672,,,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-08-31,,,,0,0,,,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-08-31,21.69400000000001,-71.7979,POINT(-71.7979 21.694),2650,20,,,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-08-31,56.4907,-4.2026,POINT(-4.2026 56.4907),430525,8118,,,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-08-31,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-08-31,54.7877,-6.4923,POINT(-6.4923 54.7877),200660,2364,,,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-08-31,16.742498,-62.187366000000004,POINT(-62.187366 16.742498),29,1,,,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-08-31,54.2361,-4.5481,POINT(-4.5481 54.2361),6676,38,,,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-08-31,36.1408,-5.3536,POINT(-5.3536 36.1408),5354,97,,,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-08-31,-51.7963,-59.5236,POINT(-59.5236 -51.7963),66,0,,,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-08-31,52.3555,-1.1743,POINT(-1.1743 52.3555),5880134,116381,,,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-08-31,49.3723,-2.3644,POINT(-2.3644 49.3723),10608,95,,,,,"Channel Islands, United Kingdom"
Bermuda,United Kingdom,2021-08-31,32.3078,-64.7505,POINT(-64.7505 32.3078),2923,34,,,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-08-31,18.2206,-63.0686,POINT(-63.0686 18.2206),217,0,,,,,"Anguilla, United Kingdom"
Cayman Islands,United Kingdom,2021-08-31,19.3133,-81.2546,POINT(-81.2546 19.3133),680,2,,,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-08-31,18.4207,-64.64,POINT(-64.64 18.4207),2568,37,,,,,"British Virgin Islands, United Kingdom"
Anguilla,United Kingdom,2021-08-30,18.2206,-63.0686,POINT(-63.0686 18.2206),217,0,,,,,"Anguilla, United Kingdom"
Bermuda,United Kingdom,2021-08-30,32.3078,-64.7505,POINT(-64.7505 32.3078),2844,33,,,,,"Bermuda, United Kingdom"
Northern Ireland,United Kingdom,2021-08-30,54.7877,-6.4923,POINT(-6.4923 54.7877),199347,2358,,,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-08-30,16.742498,-62.187366000000004,POINT(-62.187366 16.742498),29,1,,,,,"Montserrat, United Kingdom"
Unknown,United Kingdom,2021-08-30,,,,0,0,,,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-08-30,21.69400000000001,-71.7979,POINT(-71.7979 21.694),2650,20,,,,,"Turks and Caicos Islands, United Kingdom"
Isle of Man,United Kingdom,2021-08-30,54.2361,-4.5481,POINT(-4.5481 54.2361),6653,38,,,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-08-30,36.1408,-5.3536,POINT(-5.3536 36.1408),5342,97,,,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-08-30,-51.7963,-59.5236,POINT(-59.5236 -51.7963),66,0,,,,,"Falkland Islands (Malvinas), United Kingdom"
Cayman Islands,United Kingdom,2021-08-30,19.3133,-81.2546,POINT(-81.2546 19.3133),680,2,,,,,"Cayman Islands, United Kingdom"
Wales,United Kingdom,2021-08-30,52.1307,-3.7837,POINT(-3.7837 52.1307),274390,5671,,,,,"Wales, United Kingdom"
England,United Kingdom,2021-08-30,52.3555,-1.1743,POINT(-1.1743 52.3555),5859405,116345,,,,,"England, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-08-30,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Scotland,United Kingdom,2021-08-30,56.4907,-4.2026,POINT(-4.2026 56.4907),424508,8111,,,,,"Scotland, United Kingdom"
Channel Islands,United Kingdom,2021-08-30,49.3723,-2.3644,POINT(-2.3644 49.3723),10486,95,,,,,"Channel Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-08-30,18.4207,-64.64,POINT(-64.64 18.4207),2568,37,,,,,"British Virgin Islands, United Kingdom"
Isle of Man,United Kingdom,2021-08-29,54.2361,-4.5481,POINT(-4.5481 54.2361),6629,38,,,,,"Isle of Man, United Kingdom"
Northern Ireland,United Kingdom,2021-08-29,54.7877,-6.4923,POINT(-6.4923 54.7877),198088,2352,,,,,"Northern Ireland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-08-29,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-08-29,21.69400000000001,-71.7979,POINT(-71.7979 21.694),2650,20,,,,,"Turks and Caicos Islands, United Kingdom"
Montserrat,United Kingdom,2021-08-29,16.742498,-62.187366000000004,POINT(-62.187366 16.742498),26,1,,,,,"Montserrat, United Kingdom"
